2000
     60310	     49242	 420
     72425	     17820	 111
     49852	     12125	  70
     36044	     32480	 466
     90848	     62209	 419
     81812	     49607	 168
     39432	     65883	 305
     25890	     15122	  37
     10784	     64720	 182
     28826	     33138	  46
     42732	     93449	 292
     26546	     65874	 381
     48742	     15727	 442
     62566	     51771	 104
     55756	     42619	 415
     39438	     24432	 164
     72936	     63865	 493
     33824	     89756	  69
     41078	       540	 392
     77438	     29367	  58
     86553	     72100	  25
     44910	     98646	 354
     21088	     47389	 433
      9391	      9955	 192
     30176	     65711	 405
     13170	      5150	  27
     45771	     78086	 347
     44256	     11911	 295
     57863	     52989	 298
     36191	     30428	 445
     47658	     16982	 305
     52574	     61892	 299
     23365	     82980	  36
      9883	     92372	  85
     48173	     22549	 414
     29082	     35719	 440
     34425	     81490	 330
      3632	     25746	 390
     62596	     83610	 155
     22100	     19802	 307
     10973	     67460	 392
     71946	     20035	 201
     31565	     43400	 116
     38574	     53284	  78
     55539	      1457	 191
     38216	     30540	 369
     26044	     64965	 277
     91959	     68598	 405
     69784	     31195	 323
       600	     53295	 422
     61844	     64269	 260
     40070	     36215	 360
     80189	     67781	  77
      3289	      6356	 343
     18761	     61895	 351
     56783	       112	   3
     30523	     26157	 328
     85755	     18116	 171
     66734	     87900	 327
     31322	     88501	  94
     15713	     50346	 415
     67565	     90417	  96
     39452	     70606	 435
     54739	     73895	 467
     23311	     92657	 276
     93342	     49440	 277
     93912	     79964	 408
     59449	     65720	 498
     93585	     32454	 438
     58915	     63777	 380
     77542	     79491	 132
     60437	     47056	  84
     79549	     86508	 437
     66441	     41248	 306
     59689	     64560	 270
     14834	     57902	  17
     70091	     51815	 417
     51504	     11264	 245
     51034	      4849	 408
     38465	     63765	 227
     14398	     41307	 124
     40676	      1745	 359
     57372	     81294	 292
     44674	     47736	 498
      5872	      7426	 321
     59727	     22260	 110
     63024	     92351	 369
     46285	     43856	 426
     95266	     94891	 450
     76701	     33356	 269
     21913	     47755	 475
     46616	     88431	 484
     18376	     45803	 391
     76644	     90478	 129
     76161	     96350	 166
     40237	     56078	 278
     62216	     19102	 239
     36010	     65387	 459
     21069	     60654	 433
     10977	     37355	 100
     64652	     59269	 339
     59634	      5886	 281
     56361	     24262	  10
     34384	       907	 462
     60142	     77068	 444
     93327	     17306	 224
     48772	     79523	 320
     96568	     15533	 147
     88220	     36602	 450
     74763	     47580	 137
     94664	     12232	 433
     62319	     71866	 463
     18406	     28228	  84
     20297	     62612	  89
     12666	     22755	 474
      1386	     16082	  60
     46184	     64854	 458
     10085	     61422	  36
     39374	     49643	 219
     29317	     24406	 457
     56616	     19070	  18
     43184	     81390	 377
     35638	     99796	  18
     52354	     20094	 331
     69978	     32761	 445
     64671	     34148	  26
     76670	     80333	 350
     68192	     90418	 157
     75247	     29793	 405
     18906	     59111	  27
     10145	     15727	 123
     13617	     58911	  30
     88955	     94550	  29
     92521	     46905	 129
     58701	     16883	 293
     47635	     81554	 464
     52652	     58225	 365
     22523	     26417	 317
     53817	      1665	 466
     34754	     20571	 262
     40098	     30716	 340
     64513	     44333	 135
     70318	     33289	 108
     75920	     25811	 342
      1617	     84512	 427
     60076	     32147	 334
     52683	     84800	 126
     25622	      7323	 258
     88981	     61141	 266
     82133	     95895	 369
     34395	     35994	  22
      2386	       507	 244
     29288	     70826	 411
     50740	     46747	  40
     19098	     48364	 462
      4339	      8441	 123
     71135	     61124	  47
     96156	     86746	  84
     47594	     75728	 389
       698	     57861	 369
     74372	     92257	  49
     78764	     94643	  51
     27489	     23932	 405
      9504	     74673	 139
     17330	     93771	 381
      9668	     98110	 423
     34153	     69246	 229
     43439	     65402	 162
     60049	     12997	  41
     37799	     13695	 330
     11445	     88068	 292
     21086	     66832	 265
     31234	     94322	 385
     12208	      3826	 258
     39929	     21156	 227
     16016	     30824	 217
       543	     64978	  64
     46194	      8418	 391
     78593	     68467	 456
     86719	      6267	  24
     52707	     17713	 464
     10952	     38799	 299
     63840	     70033	 270
     40661	     82242	 289
     92155	     22172	 395
     37420	     38188	  49
     80795	     38732	 374
     93418	     84927	 416
     71443	     63520	 259
     62465	     50240	 290
     67184	      2947	 378
     59970	     13900	  72
     19589	     77741	 423
     73531	     18402	 334
     31298	     10557	 445
     10223	     47977	 136
     19972	     28773	 329
     94700	     22191	 254
     77846	     93634	  72
     29460	     56100	 323
     87341	     23284	 337
     62935	     83255	 407
     77330	      2845	 296
     61758	     76376	 388
     28428	      7675	 441
     17272	     17898	 180
     44304	     37871	 324
     10068	     32571	 435
     60760	     10417	 403
     74971	     39877	 184
     39423	     27218	 300
      6823	     90154	 217
     88123	     67484	 231
     47163	     29243	 113
     24607	     57672	 151
     12607	     74944	 241
     48586	     19248	 430
     13338	     29317	  93
       282	     90077	 145
     80861	     65049	 344
     17541	      4472	 480
     77505	     11296	 431
     20725	     99419	 269
     66790	     46583	 415
     89232	     71190	 203
     19349	     83798	  78
     67364	     32385	 174
     53251	     45723	 321
     71709	     46006	 271
       584	     26868	  96
     69337	     44409	 119
     65308	     21915	 175
     51435	     42641	 172
      5046	      9431	 405
     87901	     98664	 261
     28427	     18013	 180
     43899	     85378	 342
     78618	     38629	  71
     42655	     10339	 301
     96769	     10923	 435
     15932	     80260	 157
     39568	     45569	 267
     74500	     97004	 480
      8852	      2050	  27
     89788	     89952	  20
     41914	     18380	 110
     77839	     62279	  37
     46148	     40897	 230
     60182	     83553	 282
     20223	     80322	 337
      7132	     96255	 238
     38450	     35823	 466
     91685	     10324	 451
     87560	     19177	 461
     92867	      8965	 411
     96839	     50879	   3
     18824	     28718	 314
     26188	     74867	  19
     72182	     35050	 437
     28514	     55273	 338
     95770	     62405	 319
     43287	       856	 499
     36372	     92541	  50
     26462	     80102	 146
     18602	     72970	 191
       695	     69809	 445
      1168	     88634	  89
     63919	     14823	 463
     67569	     87005	 138
     54772	     15520	 415
     22297	     11291	 227
     86078	     54578	 231
     85682	     90951	 194
     95611	     17413	  94
     24716	     36016	 459
     62787	     36711	 308
     51739	     37879	 251
     69409	      1799	 326
     61946	     69369	 261
     89535	     24141	 338
     72397	     46439	 395
     17665	     32517	 168
     63790	     18200	 122
      2457	     13811	 209
     21226	     38528	 389
     12966	      1316	  73
     74515	     53055	 262
     24698	     22464	 271
     89705	     84411	 118
     41717	     73946	 239
      9249	     46344	 471
     88072	     64009	 134
     21474	     27800	 225
     45826	     30258	 294
     87593	     51484	 486
     65375	     64451	 493
     79870	     38966	 258
     32245	     63665	 371
     86419	     53371	 293
      9962	     95088	 162
     57647	      4337	 394
     51772	     92410	 214
     78414	     13884	 353
     23256	     59711	   4
     81910	     47304	 262
     79091	     12680	  84
     77589	     92551	 279
     29143	     24796	  97
      3160	     11215	 364
     61589	     21178	 340
     93964	     78826	 361
     72684	     30598	 323
     15414	      9012	 393
     85944	     32269	 191
     86732	     14179	 428
     39005	     93271	 491
     55729	     70861	 454
     11419	         4	  78
     30776	      3165	 134
      3503	     64754	 240
     71319	     58719	 134
     43473	     31404	 287
      8038	     46818	 332
     86487	     32762	 493
     24647	     19494	  64
     10112	     58499	  31
      8257	     14228	 385
     98954	     25648	 385
     14446	     56425	 401
     41155	     59929	 225
     89042	     31249	  18
     15755	     74723	 175
     73067	     82761	 409
     39392	     69248	  73
     37987	     93896	 171
     50761	      4008	 463
     56807	     12266	  34
     33715	     11220	 163
     10627	     25667	 445
     90704	     66822	 244
     35536	     55864	 401
     39088	     71619	 274
     74045	     44687	 188
     55819	     84080	  34
     70357	     22067	   4
      4389	     72829	  24
     96920	     29637	  85
      3681	     63352	 141
     36091	     73979	 270
     24926	     64684	 104
     73690	       220	 383
     53703	     39309	 241
      8439	     13354	 465
     45936	     69174	 385
     52682	     39531	 495
     53325	     43920	 359
     57976	     40841	   8
     74894	     44523	 324
      3032	     80614	 194
     56837	      5541	  18
     77465	     79231	  19
     53958	     32934	 215
      2070	     41373	 282
     94870	     87309	 128
     71751	     39992	 326
     70699	     93317	  45
     42477	     51294	 249
     43892	     26188	 472
      8659	     29220	 375
     47406	     86058	 403
     50836	     63524	 299
     54488	     17483	 464
     97449	     19553	 171
     53765	     14424	 107
     79256	     86175	 307
     44278	     56875	 274
     53221	     99352	  30
      3006	     43245	 161
     97314	     51904	 307
     72237	     99311	 237
     52701	     50147	  55
     12396	      4636	 142
      5026	      2086	 240
     39028	     55852	 312
     60341	     35108	 243
     21645	     79387	  28
     76267	     32609	  24
     82184	     35616	 241
     14288	     32930	 500
     75614	      5168	 497
     22998	     57870	 247
     33907	     70267	 271
     62298	     75293	 281
     10244	     14322	  60
     72614	     74663	 236
     21160	     96309	 133
     26581	     72577	 296
     31356	     54761	 474
     79375	     69050	 139
     79299	     44664	 164
     78534	     67662	 454
     27917	      1569	 305
     81937	     63868	 182
     38043	     74112	 253
     50001	     46727	 126
     97069	     67887	 108
     23524	     94469	 471
     82589	     25825	 245
     77270	      5201	  90
      4882	     84500	 313
     37663	     63035	 152
     28313	     90952	 159
     89231	     72890	 479
     25443	     10933	 349
     75977	     60935	  83
      1174	     58004	 422
     22681	     81529	 395
     16764	     64118	  24
     65609	     41389	  50
     83505	     46271	 472
     46064	     83935	 288
     76287	     12248	 242
      8079	      1480	 107
      3740	     26923	 161
     73514	      2901	 466
     90016	      4075	 256
     74405	     26756	 164
     53264	     43521	 484
     57949	      9131	 191
     67835	     92636	 423
     62221	     38701	 342
     19642	     14988	 404
     68017	     23067	 411
     89281	     26808	  46
     21479	       323	  60
     14613	     90339	  81
     65752	     64744	 214
     98420	     18009	 432
     95206	     75959	 478
     33383	     43794	 441
     17831	      6015	 134
     86214	     25658	 209
     66846	     93675	 325
     48959	     82956	 459
     57996	      4436	 460
     69934	     19050	 412
     85947	     84802	 236
     28718	     83222	 326
     15009	     78429	 206
     10433	     11812	 424
     98492	     29644	 455
     25253	     15858	  83
     67002	     82705	  51
     31819	     31665	 466
     23444	     89661	 488
     15392	     59596	  83
     97679	     45544	   7
     44712	     74262	 424
      9754	     89272	 316
     50755	     99705	 375
     35550	     98197	  23
     26361	     23451	 102
     42830	     90453	  16
     52975	     22272	 174
     46076	     45717	 122
     43614	     61109	 420
     60203	     58789	 148
     61593	      3501	  19
     46206	     13255	 466
      9248	     64011	 464
     84103	     99562	 455
     88603	     25923	  73
      8960	     68754	  25
     12024	     21729	 136
     46752	     67806	 365
     71143	     11421	 170
     55130	     71624	 464
     84661	     33218	 482
     88454	     79424	  48
     81519	     88673	 368
     74290	     72777	 366
     65258	     61380	 496
     79678	     70341	 339
     84552	     82365	 448
     11699	     29118	 287
     84563	       262	 344
     18536	     55392	 202
     11298	     40053	 368
      7562	     28507	 265
     17081	     10027	 209
     90612	     84317	  73
     63705	     49576	 380
     62721	     29255	 231
     30492	     13808	 143
     19993	     25507	 289
     77301	     10070	 290
     46030	     28607	  67
     86385	     39906	 267
     59957	     47468	 410
     12954	     64550	 460
     54624	     55163	 382
     69073	     18868	 129
     44902	     81590	 276
     91072	     12083	 345
     19609	     32077	 472
     77264	      9378	  23
     35181	     55409	 166
     48491	     41794	 365
      1855	      1751	 103
     83727	     14706	 425
     75626	     69331	 201
     51843	     38404	 296
     77637	     83306	 203
     32686	     74378	 264
      1544	     93987	 424
     95909	     71252	 471
       345	      6434	 248
     33389	     54926	 457
      6339	     56781	 466
     26757	     40508	  39
     11727	     16135	 386
     51859	     67978	  78
     10860	     45616	 495
     51452	     78303	 367
      4127	     79847	 337
     88879	     75757	 193
     83011	     76102	 225
     32551	      9492	 500
     23887	     15831	 283
     16974	     42589	 486
     24768	     54316	  67
      1893	      6176	 407
     17422	     17036	 135
     16257	     68489	  26
     89471	     72616	 425
     56672	     61496	 304
     95126	     44507	 185
     40014	     77059	 232
     39828	       947	 311
     96424	     17921	  24
     93529	     42690	 296
      6769	     44583	 327
     87988	     62005	 412
     14823	     78263	 254
     19961	     67734	 117
      4947	     24406	 425
     65689	     19533	 147
      2535	     59548	  33
     48873	     99377	  38
     11042	     95802	 127
     15801	     89331	 341
     74876	     96101	  64
     40128	     84089	 374
     22416	     98913	 265
     73193	     18875	 104
     96588	     23822	 226
     81479	     89512	 323
     10878	     92047	 121
     17337	     40921	 118
     24743	     51963	  97
     50070	     67765	  44
     18088	     42642	  24
     30690	     82770	 444
      5297	      5186	 439
     58168	     78380	  33
     78772	     74968	 153
     23784	     56448	 100
     88329	     67326	  60
     12423	     84664	 265
     35894	      9407	  25
     55168	     59477	 364
     63773	     77566	  77
     68479	      8256	 491
     57276	     13554	  17
     44986	     71722	 408
     51571	     50495	 283
     81978	     74280	  66
      1898	     62610	 402
     13866	     75033	 326
     66755	     10928	 373
     71609	     66096	 170
     44227	     29869	  58
     59488	     98349	  99
     57520	     55626	 167
     60738	       612	  25
     42337	     52183	 278
     98905	     34162	 149
     11922	     36061	 462
     92265	     49927	 338
     57273	     16683	 392
     31688	     88292	 223
     65581	     32520	 372
     77040	     92009	 364
     96756	     49529	 142
     30027	     10268	 145
     35020	     52606	 406
     90509	     51512	  77
     20278	     63434	 257
     12657	     55700	   7
     80070	     12973	  90
     58412	     44662	  32
      2850	     10243	 194
     77157	     87284	 154
     49815	     84040	 402
     78098	     14068	 453
      6994	     49089	 216
     88073	     39598	 474
      3314	     59877	 291
     54617	     72535	  69
     55847	     52606	 134
     73761	     11018	 358
     79967	     13868	 409
     18695	     91026	 345
     49431	     40841	 265
     29698	     18940	 336
     20232	     25934	  81
     63373	     14007	 279
     58026	     17322	  79
     16113	     71939	 441
     29900	     27787	 204
     56661	      1548	 259
     28085	     81516	 329
      9751	       211	 284
     78702	     49643	 488
     31694	     79341	  83
     98754	     99573	 212
     14904	     62947	 283
     70652	     20973	 369
     86277	     37086	 229
     74438	     66987	 368
     15206	     23648	 376
     66991	     51734	 283
     32645	     61485	 284
     89325	     40188	  32
     86847	     71883	 429
      3309	     70637	 427
     45705	     85541	 242
      2109	     56194	 347
     75836	     42471	  32
     21503	     16910	 367
     94957	     32117	 485
     69960	     99108	 244
     26479	     31754	  51
     83209	     21080	 252
     89582	      7928	 112
     75297	     11237	 465
     60585	     56942	 393
      8820	     59051	 173
     78028	     34888	 386
     84322	     56391	 470
     57604	     51349	 131
     54535	     21309	 127
      3200	     47788	 285
     13351	     30998	 391
     63690	     20580	 430
     85912	     95877	 487
     78773	     56463	 271
     57175	     65283	  66
     91771	     43311	 241
     68839	     27634	  23
     62819	     85239	 280
     88915	     39774	 386
     14120	     42975	 125
     71080	     56326	 280
     49121	     20016	 383
     35090	      5929	 362
     32295	     84703	 145
     86444	     41878	 471
     99644	     33650	 188
     47732	      2490	 326
     52211	     65309	 252
      8040	     54224	 451
     85178	     68345	 166
     10105	     39426	 447
     66030	     88547	  48
     42536	     23637	  77
     14919	     55933	   1
     43766	     42377	 210
     37896	     42021	 378
     75337	     89754	 391
     40413	     41965	 217
     90728	     50006	 488
     80817	     35185	 330
     13882	     45290	  27
      3273	     11320	 470
     12681	     53856	  88
     28018	     68776	 368
     28059	     12543	  80
     69978	     50439	 290
     45547	     25777	 239
     23607	     66191	 449
     66975	     56919	 199
     64569	     37737	 374
     30508	     51620	 101
     35872	     54893	 158
     29784	     67575	 427
     47334	     95593	 271
     20817	     23653	 333
     36678	     93631	  86
     94560	     39179	 214
     42197	     62786	  45
     31800	     29762	 330
     71409	     94331	  19
     46203	     24839	 277
     66288	     60712	  51
     97693	     90497	 389
     82955	     37831	 367
     36994	     58649	 485
      3576	     95327	 454
     20598	     89888	 149
     63398	     32085	 463
     72390	     63885	 112
     38301	     35294	  84
     41950	     81498	 208
     97219	     47786	  12
      7382	     45479	 464
     85120	     28435	 153
     58452	     65429	 447
     55437	     69006	 423
     46053	     89605	 373
     75849	     53004	  33
     68430	     25394	 352
     90775	     63695	  29
      7450	      5646	 436
     48965	      2865	 175
     51192	     10247	 403
     43917	     95368	  45
     74473	     53820	 372
     63678	      9257	 217
     48210	     55311	 165
     22631	     31160	 430
     29137	     99591	  57
     99529	     90366	 376
      5216	     97816	 404
     92401	     46782	 418
     27373	     97975	 469
      7824	     41892	 446
     16710	     16365	 215
     91026	     80043	 262
     34349	     28254	  38
     67278	     50886	 194
     53211	     80023	 192
     64538	     79553	 144
     39561	     84770	 133
     20230	     77172	 367
      3765	      4545	 357
     97548	     12369	  66
     86699	     29079	 148
     29670	     20106	  48
     81899	     54456	 189
     89439	     21734	 444
     28140	     74945	 344
     66431	     39484	 242
     95089	     79045	 166
     21563	     99276	  51
     94820	      3042	  74
     66052	       591	 136
     79177	     87290	 281
      8667	     16961	 382
     18201	     98860	 154
     55990	     88300	 263
     44664	     16440	 138
     13363	     82872	 335
     61616	     77961	 230
     94639	     99525	 227
      4834	     94345	 242
     19575	     60398	 245
     46685	     39575	 181
      2875	     48242	 266
     79172	     66443	 260
      9925	     22433	 202
     62413	     67098	 284
     89847	     80462	 198
     56764	     42078	  88
      2728	     36718	  86
     47968	     41552	  58
     96251	     61127	 360
     45125	      7813	  58
     81290	     10689	 299
     34415	     89861	 131
     86401	     99787	 243
     26688	     62201	  79
     83414	     52048	 481
     23013	      8813	 191
     40574	     11541	 375
     57660	     59510	  83
     69091	     55761	 388
     40921	       887	 427
     52327	     82177	 481
     11975	     16593	 430
     38067	      2995	 429
     86592	     29683	 240
      2217	     13097	 500
     98303	     36111	  44
     36469	     76686	 102
     11353	     34346	 400
     27789	      3438	 178
      5353	     44359	 183
     90730	     96686	  94
     86797	      8661	 177
     72726	     46729	 192
     58442	     33321	 340
      6359	     35538	 406
      6324	     33842	  86
     15102	     70312	 470
     35422	     81665	 141
     15251	      9454	 159
     50843	     14807	 380
     87322	      5538	 364
      5979	     92336	 407
     41230	     65062	 141
     79476	     23504	 307
     47404	     29863	 485
     28431	     36188	 154
     45570	     51290	   6
     39394	     86712	 414
     67565	      1964	 461
     99175	     52807	  35
     75143	     40130	  63
     47799	     46110	  25
     29117	     87341	 350
     57163	     66817	 468
     18532	     14222	 117
     15439	     42654	 298
     46188	     88224	  54
     47250	     27619	 488
     29977	     95184	 498
     22158	     94360	 262
     29147	     69503	 462
     41675	     17303	 193
     46538	     46420	 130
     16465	      3584	 464
      9896	     22117	  35
     33191	     37556	 248
     92674	     83745	 189
      3448	     30996	 327
       935	     60973	 303
       386	     83132	 275
     52645	     12279	 123
     45034	     53954	 209
     83534	       493	 441
      9375	     16959	 459
      2034	     26855	  70
      8916	     60047	 258
     58451	     52722	 176
     96211	     56171	 331
     61589	     57106	 136
     22153	     57492	  52
     77077	     10137	 113
      1505	     55172	 383
     43236	     38706	 385
     31388	     48082	 470
     23125	     50117	 105
     36979	     59033	 405
     88389	     17485	 168
     23545	     13696	 449
     89697	     75286	 235
     16822	     97439	  22
     27080	     74517	  73
     49617	     76022	 349
     26110	     19258	  42
      3096	     50647	 283
     97041	     73772	  33
     17842	     10751	 328
     98691	     99141	 416
     32262	     22686	 484
     22005	     12383	 361
     68854	     29206	 348
     73195	     56286	 221
     87674	      5904	 101
     57326	     32014	 197
     65684	     35110	 450
     22124	     32152	 319
     28682	     49995	 373
     94273	     48687	 369
     77350	     80950	 482
     74122	      2955	  44
     46181	     71809	 190
     15680	     45005	 471
     59695	     32680	   1
     79733	     90006	 161
     19030	     55690	 337
      8973	     77815	 497
     72690	      6497	 247
     47157	       771	 491
     20767	     78121	 395
     17062	     52244	 410
     25742	     98426	 269
     63628	     14106	 494
     57800	     73802	 158
     57877	     53536	 108
     89968	     72566	 386
     57170	     81540	 275
     56525	     54230	 308
      5875	      1388	 312
      3913	     22155	 202
     82901	     39217	 463
     64845	     64960	 456
     18598	     28588	  26
     17357	     86389	 395
     48797	     44266	 163
     70243	     34235	  26
     47380	     91405	 433
      2332	     47931	 204
     63781	     53807	 211
     26003	     57720	 322
     66346	     40622	  18
     58933	      5467	 343
     49948	     24066	 486
     55068	     41424	 418
     33992	     90221	 139
     66451	     60465	 310
     71476	      7845	 268
     58042	     10178	   7
     98838	     73960	 276
     41022	     99963	  65
      5361	     66309	 268
      8918	     25243	 295
     77435	     75191	 416
     74541	     30260	 123
     58036	     64252	  74
     85797	     30703	 376
     47794	      2179	 415
      1196	     60222	 466
      2530	     59060	 336
     57672	        82	 336
     70534	      5443	 167
     24019	     14362	 294
     82971	     91797	 170
     65990	     66339	 321
     90432	     24375	 142
      5096	     10173	 296
     80226	     57967	 307
     63201	     59164	 108
     56355	     61695	 403
     23468	     19367	 403
     90545	     89902	 431
     23930	     13922	   2
     82559	     96893	 461
     16379	     62883	 293
     80459	     53316	 415
      8791	     58413	 466
     67827	     38639	 256
     29042	      1840	  52
     50479	     58195	 360
     30977	     81664	 457
     11557	     72209	 406
     97580	     96140	 476
     97966	     78700	 460
     90150	     95079	 275
     48673	     75539	  41
     31572	     84331	 334
     24644	     52158	  27
     75684	     81200	  36
     85889	     31680	 327
     57789	     62657	 235
     49058	     74214	  96
     30228	     71795	  77
     25321	     69761	 470
     17308	     59911	 446
     72179	      8585	 324
     80367	     40157	 245
     46967	     64801	   6
     52207	     40486	 412
     59288	     26375	  70
     24565	     84165	 384
     71506	     33223	 255
     90657	     63452	 114
      5949	     88774	 463
     99941	      6083	 262
     89013	     78263	 305
     53624	     58630	   6
      2566	      5597	 330
      3667	     57805	  32
     85968	     17093	 164
     99950	     41658	  85
     76588	     13165	 251
     27441	      3822	  68
     50089	      9772	  12
     42499	      9713	  43
     94821	     98726	 434
     55727	     52350	 227
     56792	     54917	 255
     22658	     58584	  44
     29010	     44553	 130
     61738	     44503	 338
     78632	     21092	 404
     28750	     48533	 423
     42320	     98623	 472
     44666	     41123	  20
     53095	     35944	  14
     39787	     91672	 276
     85109	     48464	  50
     36030	     71122	 343
     44756	       132	  66
     70575	     61871	 288
     38054	     40503	 394
     18698	     69254	 137
      3164	     11575	 130
     97403	     56241	 335
      1355	      9336	  15
      4034	     49124	 473
     59063	     34234	 216
     69009	     70264	  71
     37540	     15020	  72
     50624	     85596	 381
      8212	     23651	  84
     86891	     42349	 430
     14105	     45514	 488
     39941	     42918	 269
      6901	     44274	 316
      9805	     48308	  62
      4381	      7371	 233
     47421	     76381	  84
     61584	     13921	 159
     75879	     64546	  87
     52045	     72758	 205
     68715	     59650	 417
     54639	     73755	 145
     52138	     13697	 359
      5879	     20599	  81
     68956	     30405	 322
     81157	     34786	 359
     27593	     82208	 241
     44293	     43792	 311
     76013	     19671	 133
     93331	     71717	 497
     34299	     40432	 295
     17617	     95071	 164
     46450	     47209	 233
     18201	     53089	 336
     34226	     22045	 488
     98559	      3203	 162
     70264	     30797	  73
     18349	     75090	 292
     80357	     51103	 390
      6911	     44434	 248
      6223	     78734	 451
     65186	     96352	 426
     97905	     42803	 162
     44321	     61004	 427
     11336	     95230	  38
      8756	     93790	  54
     40963	     64054	 208
     55379	     82404	  83
     13587	     62761	 339
     91467	     69673	  61
     41065	     75896	 455
     31094	     41083	 436
     16195	     38988	 150
     48505	     83309	 455
     33905	     94646	 432
     41351	      3402	 400
     52001	     44366	 221
     93447	     99745	 133
      9984	     13332	 447
     77625	      4800	 295
     89701	     45865	 174
     80511	     76959	 380
     67674	     93155	  75
     97640	     41660	 491
     88611	     75566	 465
     74813	     16918	 482
     54804	     68919	 203
     98850	     62367	 202
     25300	     72351	 269
     14512	     49977	 293
     73396	     39678	  22
      8178	     20189	 407
     84043	     87864	 373
     98897	     85505	  81
     97060	     74116	 459
     89870	     48929	  43
     86083	      3734	 388
     26661	      2585	 200
     66985	     27885	  62
     20642	     42398	 311
     79098	     15794	  10
     83421	     23973	 111
     64703	      8016	  50
     39140	      6913	 478
     55238	      3974	 348
     46903	     93845	  93
     55486	     79928	 112
     32989	      6590	 125
     72858	     73576	 264
     85080	     94218	 476
     47279	     73317	  55
     49157	     56738	 175
     71224	     21442	 215
     81155	     60582	 249
     76592	     15821	 269
     46146	     62724	 239
     64629	     18211	 138
     86847	     51200	 171
     11650	     24059	  39
     64339	      9140	  10
     59427	     56419	 377
     70309	      5576	 160
      5165	     76801	 268
     48037	     57957	  71
     97822	     34550	 150
     51583	     80696	 463
     99189	     45325	  54
     26724	     32173	 310
     60851	     43824	 431
     68553	      8164	 476
     70475	     67591	 258
     45715	     37901	 286
     77693	     43066	 170
     31114	     91103	 460
     45117	     88926	 133
     74942	     40509	  36
     67491	     39699	 263
     78253	     66424	 424
     40215	     27275	 143
     26237	     95829	 184
     21399	     66304	  22
     72980	     12020	 211
     30139	     89713	 427
     64100	     20827	 382
     56017	     65945	 327
     82485	     40887	  29
     89649	      8379	 228
     42139	     86632	  60
     26802	     26848	 196
     55289	     53085	 175
     91941	     74484	   7
     96184	     47465	  67
     38328	     77605	  16
     23538	     41705	 120
     99852	     97722	 449
     65092	     80208	 154
     70842	     69857	 196
     16291	     11996	 129
     28164	     38798	 263
     67313	     94088	  29
      2291	     86029	 401
      3574	     82213	 138
     16877	     20542	  26
     19894	     44081	 235
     43739	     43933	 224
     33528	      9026	 125
     64205	     79868	 474
      3262	     96159	  34
     28951	     24324	 228
     81489	     91637	 198
     87111	     93929	 128
     67217	     97503	  39
     94789	     14381	 142
     99966	     34276	 363
     46847	     78015	  82
     91452	     11544	 127
     16264	     75749	  27
     10934	     79012	   8
     17600	      7964	 129
     63065	     89453	  87
      2618	     76564	  57
     28201	     43782	  45
     35998	     38571	 116
     64337	     38537	 288
     36758	     85385	 178
     53112	     76837	 236
     78492	     93102	 114
     83741	      4036	   9
     85150	     21637	  49
     10882	     84702	 497
     28253	     87321	 379
